consecutivo,idindicador,nomindicador,idunidad,nomunidad,iddepto,nomdepto,idmpio,nommpio,idregion,nomregion,idsubregion,nomsubregion,idregimen,nomregimen,ideps,nomeps,idips,nomips,idzona,nomzona,ideducacion,nomeducacion,idocupacion,nomocupacion,idedad,nomedad,idestadocivil,nomestadocivil,idsexo,nomsexo,idetnia,nometnia,yea1990,yea1991,yea1992,yea1993,yea1994,yea1995,yea1996,yea1997,yea1998,yea1999,yea2000,yea2001,yea2002,yea2003,yea2004,yea2005,yea2006,yea2007,yea2008,yea2009,yea2010,yea2011,yea2012,fue1990,fue1991,fue1992,fue1993,fue1994,fue1995,fue1996,fue1997,fue1998,fue1999,fue2000,fue2001,fue2002,fue2003,fue2004,fue2005,fue2006,fue2007,fue2008,fue2009,fue2010,fue2011,fue2012,obs1990,obs1991,obs1992,obs1993,obs1994,obs1995,obs1996,obs1997,obs1998,obs1999,obs2000,obs2001,obs2002,obs2003,obs2004,obs2005,obs2006,obs2007,obs2008,obs2009,obs2010,obs2011,obs2012
691,pcrparin,Porcentaje partos institucionales,1,por 100 (%),41,Huila,41078,baraya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.58,82.12,89.8,84.31,97.83,97.53,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2353,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,41,Huila,41013,Agrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.77,23.51,23.24,22.98,22.72,22.45,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1832,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,5,Antioquia,05628,Sabanalarga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.37,24.81,24.24,23.68,23.12,22.55,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
569,pcrparin,Porcentaje partos institucionales,1,por 100 (%),25,Cundinamarca,25123,cachipay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5,99.15,99.28,98.36,95.76,98.08,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1051,pcrparin,Porcentaje partos institucionales,1,por 100 (%),73,Tolima,73030,ambalema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.73,99.02,100,99.01,96.08,100,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2612,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,68,Santander,68207,Concepción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.34,24.98,24.62,24.26,23.9,23.54,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
984,pcrparin,Porcentaje partos institucionales,1,por 100 (%),68,Santander,68406,lebrija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.16,90.27,93.15,95.06,93.96,96.28,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2582,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,66,Risaralda,66170,Dosquebradas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.92,15.44,14.96,14.49,14.01,13.53,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
996,pcrparin,Porcentaje partos institucionales,1,por 100 (%),68,Santander,68533,páramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.14,96.97,100,96.3,100,100,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2132,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,19,Cauca,19532,Patía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.45,20.97,20.5,20.02,19.54,19.07,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2591,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,66,Risaralda,66687,Santuario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.14,18.57,17.99,17.42,16.84,16.27,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
335,pcrparin,Porcentaje partos institucionales,1,por 100 (%),15,Boyacá,15686,santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.79,98.55,98.32,97.83,99.15,98.02,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1198,rgrtgfec,Tasa General de Fecundidad,3,por 1.000 mujeres,44,La Guajira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.8,,,,,,,,,,,,,,,,,,,,,,,DANE,,,,,,,,,,,,,,,,,,,,,,,
390,pcrparin,Porcentaje partos institucionales,1,por 100 (%),17,Caldas,17653,salamina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.33,98.41,98.87,98.76,100,99.49,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2467,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,52,Nariño,52079,Barbacoas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.84,34.06,33.29,32.52,31.74,30.97,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
520,pcrparin,Porcentaje partos institucionales,1,por 100 (%),27,Chocó,27001,quibdó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.89,98.3,97.89,98.07,98.66,98.57,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2380,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,41,Huila,41770,Suaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.07,22.82,22.56,22.3,22.05,21.79,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2720,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,73,Tolima,73268,Espinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.45,18.24,18.02,17.8,17.58,17.36,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1992,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15407,Villa de Leyva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66,15.19,14.72,14.25,13.78,13.31,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1494,pbehtaco,Porcentaje de población con hipertension arterial diagnosticada en 2 o más consultas,1,por 100 (%),88,SAN ANDRÉS,,,,,,,,,,,,,,,,,,,140,18 a 69 años,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,ENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,pcrparin,Porcentaje partos institucionales,1,por 100 (%),5,Antioquia,05837,turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.55,93.27,94.2,96,98.81,97.11,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1940,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,13,Bolívar,13873,Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.65,37.65,37.65,37.65,37.65,37.65,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
146,pcrparin,Porcentaje partos institucionales,1,por 100 (%),5,Antioquia,05679,santa bárbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.53,98.13,97.73,98.37,99.67,99.6,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2162,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,20,Cesar,20310,González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.48,21.98,21.48,20.98,20.48,19.98,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2600,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,68,Santander,68101,Bolívar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.03,40.03,40.03,40.03,40.03,40.03,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
166,pcrparin,Porcentaje partos institucionales,1,por 100 (%),5,Antioquia,05885,yalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.59,96.55,99.06,98.08,97.73,97.67,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2783,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,76,Valle del Cauca,76670,San Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.37,15.98,15.58,15.19,14.8,14.41,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
125,pcrparin,Porcentaje partos institucionales,1,por 100 (%),5,Antioquia,05579,puerto berrío,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.14,96.65,96.83,95.72,97.07,96.63,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1242,caelacex,Duración de la lactancia materna exclusiva en menores de 3 años,5,Meses,,,,,6,REGION BOGOTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2.6,,,,,,,,,,,,,ENSIN,,,,,ENSIN,,,,,ENSIN,,,,,,,,,,,,,,,,,,,,,,,,,
1640,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,5,ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7469718,16.53208621,16.3160004,16.09873742,15.88041306,15.66095471,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2769,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,76,Valle del Cauca,76250,El Dovio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.26,21.09,20.91,20.74,20.56,20.39,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
714,pcrparin,Porcentaje partos institucionales,1,por 100 (%),41,Huila,41770,suaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.24,89.61,95.22,95.74,97.81,94.67,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
833,pcrparin,Porcentaje partos institucionales,1,por 100 (%),52,Nariño,52473,mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.3,80.67,63.35,82.07,82.93,87.37,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1381,pcrparin,Porcentaje partos institucionales,1,por 100 (%),170,TOTAL PAIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.47296617,97.1,97.77469845,98.1,98.35825708,98.58918837,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1314,pgeembar,Porcentaje de mujeres de 15 a 19 años alguna vez embarazadas (ya son madres o están embarazadas por primera vez),1,por 100 (%),63,Quindio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,,,,,14.6,,,,,,,,,,,,,ENDS,,,,,ENDS,,,,,ENDS,,,,,,,,,,,,,,,,,,,,,,,,,
8,pcrrncpn,Porcentaje de nacidos vivos con cuatro o más consultas de control prenatal,1,por 100 (%),18,Caquetá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.99,72.47,70.86,72.85,76.67,75.46,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1557,pbepredc,Prevalencia de desnutrición crónica,1,por 100 (%),47,MAGDALENA,,,,,,,,,,,,,,,,,,,211,Menor de 5 años,,,,,,,,,,,,,,,,,,,,,,17,,,,,18,,,,,,,,,,,,,,,,,,ENSIN,,,,,ENSIN,,,,,,,,,,,,,,,,,,,,,,,,,
1,pcrrncpn,Porcentaje de nacidos vivos con cuatro o más consultas de control prenatal,1,por 100 (%),170,TOTAL PAIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.38,82.97,83.78,84.08,84.3,86.26,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
664,pcrparin,Porcentaje partos institucionales,1,por 100 (%),25,Cundinamarca,25506,venecia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,97.37,96.49,97.1,95.52,94.03,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1200,rgrtgfec,Tasa General de Fecundidad,3,por 1.000 mujeres,50,Meta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5,,,,,,,,,,,,,,,,,,,,,,,DANE,,,,,,,,,,,,,,,,,,,,,,,
2333,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,27,Chocó,27245,El Carmen de Atrato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.37,31.08,29.78,28.49,27.19,25.9,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2801,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,85,Casanare,85001,Yopal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.14,19.69,19.24,18.79,18.35,17.9,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2633,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,68,Santander,68344,Hato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.96,23.96,22.96,21.97,20.97,19.97,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2579,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,66,Risaralda,66045,Apía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.71,22.03,21.34,20.66,19.98,19.3,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2740,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,73,Tolima,73616,Rioblanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.99,33.93,32.86,31.79,30.72,29.66,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2560,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,54,N. Santander,54743,Silos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.68,20.22,19.76,19.31,18.85,18.39,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2537,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,54,N. Santander,54239,Durania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.17,13.03,12.88,12.73,12.59,12.44,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2821,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,86,Putumayo,86219,Colón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.99,19.55,19.1,18.66,18.21,17.77,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2635,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,68,Santander,68370,Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.36,32.36,32.36,32.36,32.36,32.36,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1159,rtrmorpu,Razón de mortalidad materna a 42 días,4,por 100.000 nacidos vivos,25,Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.85,80.1,56.32,40.13,49.88,40.52,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2104,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,18,Caquetá,18753,San Vicente del Caguán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.85,25.27,24.7,24.13,23.55,22.98,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2041,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15762,Sora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.32,23.35,22.38,21.41,20.43,19.46,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1165,rtrmorpu,Razón de mortalidad materna a 42 días,4,por 100.000 nacidos vivos,52,Nariño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.63,75.9,89.96,81.46,108.08,69.37,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
396,pcrparin,Porcentaje partos institucionales,1,por 100 (%),17,Caldas,17877,viterbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.62,98.53,96.74,98.73,97.65,98.79,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2555,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,54,N. Santander,54660,Salazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.73,13.42,13.12,12.81,12.51,12.2,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
902,pcrparin,Porcentaje partos institucionales,1,por 100 (%),86,Putumayo,86568,puerto asís,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.96,90.92,92.73,93.52,94.13,97.58,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1471,pbehtaco,Porcentaje de población con hipertension arterial diagnosticada en 2 o más consultas,1,por 100 (%),8,ATLÁNTICO,,,,,,,,,,,,,,,,,,,140,18 a 69 años,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,ENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,73,Tolima,73504,Ortega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.92,35.72,35.53,35.33,35.13,34.94,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2439,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,50,Meta,50226,Cumaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,23.47,22.93,22.4,21.87,21.33,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2192,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,23,Córdoba,23574,Puerto Escondido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.46,35.04,34.62,34.2,33.78,33.36,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1990,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15401,La Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19.2,18.4,17.6,16.8,16,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2123,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,19,Cauca,19364,Jambaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.71,28.07,27.43,26.79,26.16,25.52,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2397,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,44,La Guajira,44430,Maicao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.79,31.23,30.67,30.11,29.55,28.99,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2597,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,68,Santander,68079,Barichara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.12,16.6,16.09,15.58,15.06,14.55,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
260,pcrparin,Porcentaje partos institucionales,1,por 100 (%),15,Boyacá,15162,cerinza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.33,96.72,100,96.15,100,100,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
399,pcrparin,Porcentaje partos institucionales,1,por 100 (%),18,Caquetá,18150,cartagena del chairá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.1,97.21,97.64,97.66,98.11,99.5,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2613,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,68,Santander,68209,Confines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.92,20.09,19.25,18.41,17.58,16.74,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1274,cgrnacim,Número anual de nacimientos,17,Personas,86,Putumayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5937,6069,6360,6401,5341,6469,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1404,igrtgfec,Tasa Global de Fecundidad,2,Nacidos vivos,66,Risaralda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.085,,,,,,,,,,,,,,,,,,,,,,,DANE,,,,,,,,,,,,,,,,,,,,,,,
2367,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,41,Huila,41378,La Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.42,20.19,19.96,19.74,19.51,19.28,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2776,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,76,Valle del Cauca,76403,La Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.67,15.2,14.73,14.26,13.79,13.32,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1794,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,5,Antioquia,05282,Fredonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.41,15.24,15.07,14.89,14.72,14.55,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1904,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,13,Bolívar,13160,Cantagallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.29,18.86,18.43,18,17.58,17.15,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
